question,ground_truth
Ai là người ban hành quyết định thành lập hội đồng xét miễn và công nhận điểm học phần trường ĐHCT?,Hiệu trưởng ban hành quyết định thành lập hội đồng xét miễn và công nhận điểm học phần trường ĐHCT.
Ai là người chịu trách nhiệm kiểm tra việc thực hiện quy định này và báo cáo cho hiệu trưởng?,Thủ trưởng đơn vị có đào tạo CTĐTCLC và CTĐTTT chịu trách nhiệm kiểm tra việc thực hiện quy định này và báo cáo cho hiệu trưởng khi được yêu cầu.
Ai là người chịu trách nhiệm kiểm tra việc thực hiện quy định này và báo cáo cho hiệu trưởng?,Thủ trưởng đơn vị có đào tạo CTĐTCLC và CTĐTTT chịu trách nhiệm kiểm tra việc thực hiện quy định này và báo cáo cho hiệu trưởng khi được yêu cầu.
Ai là người chịu trách nhiệm kiểm tra việc thực hiện quy định này và báo cáo cho hiệu trưởng?,Thủ trưởng đơn vị có đào tạo CTĐTCLC và CTĐTTT chịu trách nhiệm kiểm tra việc thực hiện quy định này và báo cáo cho hiệu trưởng khi được yêu cầu.
Ai là người chịu trách nhiệm kiểm tra việc thực hiện quy định này và báo cáo cho hiệu trưởng?,Thủ trưởng đơn vị có đào tạo CTĐTCLC và CTĐTTT chịu trách nhiệm kiểm tra việc thực hiện quy định này và báo cáo cho hiệu trưởng khi được yêu cầu.
Ai là người chịu trách nhiệm kiểm tra việc thực hiện quy định này và báo cáo cho hiệu trưởng?,Thủ trưởng đơn vị có đào tạo CTĐTCLC và CTĐTTT chịu trách nhiệm kiểm tra việc thực hiện quy định này và báo cáo cho hiệu trưởng khi được yêu cầu.
Ai là người chịu trách nhiệm kiểm tra việc thực hiện quy định này và báo cáo cho hiệu trưởng?,Thủ trưởng đơn vị có đào tạo CTĐTCLC và CTĐTTT chịu trách nhiệm kiểm tra việc thực hiện quy định này và báo cáo cho hiệu trưởng khi được yêu cầu.
Ai là người chịu trách nhiệm lập tờ trình đề cử sinh viên đi học và soạn thảo quyết định cử đi?,"Phòng công tác sinh viên P.CTSV có trách nhiệm lập tờ trình đề cử, soạn thảo quyết định cử đi."
Ai là người chịu trách nhiệm lập tờ trình đề cử sinh viên đi học và soạn thảo quyết định cử đi?,"Phòng công tác sinh viên P.CTSV có trách nhiệm lập tờ trình đề cử, soạn thảo quyết định cử đi."
Ai là người chịu trách nhiệm lập tờ trình đề cử sinh viên đi học và soạn thảo quyết định cử đi?,"Phòng công tác sinh viên P.CTSV có trách nhiệm lập tờ trình đề cử, soạn thảo quyết định cử đi."
Ai là người chịu trách nhiệm lập tờ trình đề cử sinh viên đi học và soạn thảo quyết định cử đi?,"Phòng công tác sinh viên P.CTSV có trách nhiệm lập tờ trình đề cử, soạn thảo quyết định cử đi."
Ai là người chịu trách nhiệm lập tờ trình đề cử sinh viên đi học và soạn thảo quyết định cử đi?,"Phòng công tác sinh viên P.CTSV có trách nhiệm lập tờ trình đề cử, soạn thảo quyết định cử đi."
Ai là người chịu trách nhiệm lập tờ trình đề cử sinh viên đi học và soạn thảo quyết định cử đi?,"Phòng công tác sinh viên P.CTSV có trách nhiệm lập tờ trình đề cử, soạn thảo quyết định cử đi."
"Ai là người chịu trách nhiệm tổ chức phổ biến quy định này cho giảng viên, viên chức và sinh viên?","Thủ trưởng đơn vị có đào tạo CTĐTCLC và CTĐTTT chịu trách nhiệm tổ chức phổ biến quy định này cho giảng viên, viên chức và sinh viên tại đơn vị."
"Ai là người chịu trách nhiệm tổ chức phổ biến quy định này cho giảng viên, viên chức và sinh viên?","Thủ trưởng đơn vị có đào tạo CTĐTCLC và CTĐTTT chịu trách nhiệm tổ chức phổ biến quy định này cho giảng viên, viên chức và sinh viên tại đơn vị."
"Ai là người chịu trách nhiệm tổ chức phổ biến quy định này cho giảng viên, viên chức và sinh viên?","Thủ trưởng đơn vị có đào tạo CTĐTCLC và CTĐTTT chịu trách nhiệm tổ chức phổ biến quy định này cho giảng viên, viên chức và sinh viên tại đơn vị."
"Ai là người chịu trách nhiệm tổ chức phổ biến quy định này cho giảng viên, viên chức và sinh viên?","Thủ trưởng đơn vị có đào tạo CTĐTCLC và CTĐTTT chịu trách nhiệm tổ chức phổ biến quy định này cho giảng viên, viên chức và sinh viên tại đơn vị."
"Ai là người chịu trách nhiệm tổ chức phổ biến quy định này cho giảng viên, viên chức và sinh viên?","Thủ trưởng đơn vị có đào tạo CTĐTCLC và CTĐTTT chịu trách nhiệm tổ chức phổ biến quy định này cho giảng viên, viên chức và sinh viên tại đơn vị."
"Ai là người chịu trách nhiệm tổ chức phổ biến quy định này cho giảng viên, viên chức và sinh viên?","Thủ trưởng đơn vị có đào tạo CTĐTCLC và CTĐTTT chịu trách nhiệm tổ chức phổ biến quy định này cho giảng viên, viên chức và sinh viên tại đơn vị."
Ai là người cập nhật danh sách ban cán sự lớp?,"CVHT cập nhật danh sách ban cán sự lớp, SV giữ chức vụ."
Ai là người cập nhật danh sách ban cán sự lớp?,CVHT cập nhật danh sách ban cán sự lớp.
Ai là người cập nhật danh sách ban cán sự lớp?,"CVHT cập nhật danh sách ban cán sự lớp, SV giữ chức vụ."
Ai là người cập nhật danh sách ban cán sự lớp?,CVHT cập nhật danh sách ban cán sự lớp.
Ai là người cập nhật danh sách ban cán sự lớp?,"CVHT cập nhật danh sách ban cán sự lớp, SV giữ chức vụ."
Ai là người cập nhật danh sách ban cán sự lớp?,CVHT cập nhật danh sách ban cán sự lớp.
Ai là người cập nhật danh sách ban cán sự lớp?,CVHT cập nhật danh sách ban cán sự lớp.
Ai là người cập nhật danh sách ban cán sự lớp?,"CVHT cập nhật danh sách ban cán sự lớp, SV giữ chức vụ."
Ai là người cập nhật danh sách ban cán sự lớp?,"CVHT cập nhật danh sách ban cán sự lớp, SV giữ chức vụ."
Ai là người cập nhật danh sách ban cán sự lớp?,CVHT cập nhật danh sách ban cán sự lớp.
Ai là người cập nhật danh sách ban cán sự lớp?,CVHT cập nhật danh sách ban cán sự lớp.
Ai là người cập nhật danh sách ban cán sự lớp?,"CVHT cập nhật danh sách ban cán sự lớp, SV giữ chức vụ."
Ai là người cập nhật danh sách ban cán sự lớp?,CVHT cập nhật danh sách ban cán sự lớp.
Ai là người ký tên trên hai bản điểm?,"Ký tên, gửi đơn vị đào tạo quản lý học phần."
Ai là người ký tên trên hai bản điểm?,"Ký tên, gửi đơn vị đào tạo quản lý học phần."
Ai là người ký tên trên hai bản điểm?,"Ký tên, gửi đơn vị đào tạo quản lý học phần."
Ai là người ký tên trên hai bản điểm?,"Ký tên, gửi đơn vị đào tạo quản lý học phần."
Ai là người ký tên trên hai bản điểm?,"Ký tên, gửi đơn vị đào tạo quản lý học phần."
Ai là người ký tên trên hai bản điểm?,"Ký tên, gửi đơn vị đào tạo quản lý học phần."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Ai là người phát hiện ra penicillin?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
